"city_development_index","gender","relevent_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","target","gender_Female","gender_Male","gender_Other","relevent_experience_Has relevent experience","relevent_experience_No relevent experience","enrolled_university_Full time course","enrolled_university_no_enrollment","enrolled_university_Part time course","education_level_Graduate","education_level_High School","education_level_Masters","education_level_Phd","education_level_Primary School","major_discipline_Arts","major_discipline_Business Degree","major_discipline_Humanities","major_discipline_No Major","major_discipline_Other","major_discipline_STEM","company_size_<10","company_size_10-49","company_size_50-99","company_size_100-500","company_size_500-999","company_size_1000-4999","company_size_5000-9999","company_size_10000+","company_type_Early Stage Startup","company_type_Funded Startup","company_type_NGO","company_type_Other","company_type_Public Sector","company_type_Pvt Ltd","last_new_job_>4","last_new_job_1","last_new_job_2","last_new_job_3","last_new_job_4","last_new_job_never"
0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"1000-4999","Pvt Ltd","3",165,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.92,"Other","Has relevent experience","no_enrollment","Graduate","STEM",5,"10000+","Pvt Ltd",">4",79,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",5,"500-999","NGO",">4",26,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.91,"Male","No relevent experience","no_enrollment","Masters","Humanities",7,"100-500","NGO","1",14,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",16,"10-49","Pvt Ltd","1",144,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.924,"Male","No relevent experience","no_enrollment","Masters","Arts",5,"50-99","Pvt Ltd","2",116,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",19,"100-500","Funded Startup","4",14,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.926,"Male","No relevent experience","no_enrollment","High School","STEM",7,"<10","Funded Startup","1",46,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.92,"Male","No relevent experience","no_enrollment","High School","STEM",3,"50-99","Pvt Ltd","never",29,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.624,"Other","Has relevent experience","no_enrollment","Graduate","STEM",6,"500-999","Pvt Ltd","never",11,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.939,"Male","No relevent experience","Part time course","High School","STEM",3,"50-99","Public Sector","2",57,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"10-49","Funded Startup","1",102,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"50-99","Pvt Ltd","1",43,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",6,"10000+","Pvt Ltd",">4",25,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0.624,"Other","Has relevent experience","no_enrollment","Graduate","STEM",2,"10-49","Early Stage Startup","2",38,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.92,"Other","Has relevent experience","no_enrollment","Graduate","STEM",4,"10000+","Pvt Ltd","1",180,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0.92,"Other","No relevent experience","Full time course","Graduate","STEM",2,"50-99","Pvt Ltd","1",13,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.91,"Male","No relevent experience","Part time course","Graduate","STEM",6,"10000+","Pvt Ltd",">4",24,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0.855,"Female","Has relevent experience","no_enrollment","Graduate","Other",3,"100-500","Pvt Ltd","1",42,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.855,"Female","Has relevent experience","no_enrollment","High School","STEM",2,"100-500","NGO","1",24,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.924,"Female","Has relevent experience","no_enrollment","Masters","STEM",2,"50-99","Pvt Ltd","1",60,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.923,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"50-99","Pvt Ltd","1",226,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM",19,"10-49","Pvt Ltd",">4",66,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",7,"50-99","Pvt Ltd","1",5,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",11,"<10","Pvt Ltd","3",56,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.624,"Male","Has relevent experience","Full time course","Graduate","STEM",3,"50-99","Pvt Ltd","2",17,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM",13,"100-500","Funded Startup","1",66,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.804,"Other","Has relevent experience","no_enrollment","Graduate","STEM",5,"1000-4999","Pvt Ltd","1",31,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.92,"Male","No relevent experience","Part time course","Phd","STEM",3,"1000-4999","Public Sector","2",14,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"1000-4999","Pvt Ltd","4",28,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.893,"Male","Has relevent experience","Part time course","Graduate","STEM",6,"<10","Pvt Ltd","1",19,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.624,"Other","Has relevent experience","no_enrollment","Graduate","STEM",8,"50-99","Pvt Ltd","3",222,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.92,"Male","Has relevent experience","no_enrollment","Primary School","STEM",8,"50-99","Pvt Ltd","never",66,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.91,"Female","Has relevent experience","Full time course","Graduate","Arts",12,"100-500","Pvt Ltd","1",6,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.926,"Male","Has relevent experience","Part time course","Graduate","STEM",12,"100-500","Pvt Ltd","1",46,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"100-500","Pvt Ltd",">4",62,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.926,"Male","No relevent experience","no_enrollment","Graduate","STEM",5,"10-49","Pvt Ltd",">4",6,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.89,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"100-500","Pvt Ltd",">4",80,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.802,"Female","Has relevent experience","no_enrollment","Graduate","STEM",11,"50-99","Pvt Ltd","1",48,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.926,"Male","No relevent experience","Part time course","Graduate","STEM",5,"100-500","Public Sector","2",28,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.939,"Male","Has relevent experience","no_enrollment","Phd","STEM",11,"<10","Pvt Ltd","1",133,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",11,"500-999","Pvt Ltd","1",78,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.722,"Male","Has relevent experience","Full time course","High School","STEM",1,"5000-9999","Public Sector","1",48,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0.624,"Other","Has relevent experience","no_enrollment","Graduate","STEM",3,"50-99","Funded Startup","1",7,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.92,"Other","No relevent experience","Full time course","Masters","STEM",7,"<10","Early Stage Startup","1",80,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.68,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"100-500","Pvt Ltd","2",45,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",14,"50-99","Early Stage Startup","4",19,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.804,"Male","Has relevent experience","no_enrollment","High School","STEM",5,"50-99","Funded Startup","1",110,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"50-99","Pvt Ltd","1",57,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.92,"Male","No relevent experience","no_enrollment","Primary School","STEM",5,"50-99","Pvt Ltd","never",21,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12,"100-500","Pvt Ltd","1",30,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.926,"Male","Has relevent experience","Full time course","Graduate","STEM",10,"50-99","Pvt Ltd","1",58,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",5,"50-99","Other",">4",104,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.926,"Male","No relevent experience","Full time course","High School","STEM",5,"50-99","Pvt Ltd","1",61,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"10-49","Pvt Ltd","never",14,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.91,"Female","Has relevent experience","no_enrollment","Masters","STEM",15,"50-99","Pvt Ltd","1",124,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"100-500","Pvt Ltd",">4",17,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.878,"Male","Has relevent experience","no_enrollment","Phd","STEM",5,"500-999","Pvt Ltd","2",50,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"100-500","Other",">4",48,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",13,"500-999","Pvt Ltd",">4",56,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.527,"Male","No relevent experience","no_enrollment","Graduate","STEM",2,"50-99","Funded Startup","1",232,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.897,"Other","Has relevent experience","no_enrollment","Masters","STEM",5,"50-99","Pvt Ltd","1",150,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.624,"Male","No relevent experience","Full time course","Graduate","STEM",5,"10000+","Pvt Ltd","1",31,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"50-99","Pvt Ltd","1",88,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.738,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"100-500","Pvt Ltd",">4",18,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.92,"Other","No relevent experience","no_enrollment","Graduate","STEM",6,"<10","Pvt Ltd",">4",10,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.865,"Female","Has relevent experience","no_enrollment","Graduate","STEM",2,"<10","Pvt Ltd","1",39,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.91,"Male","No relevent experience","no_enrollment","Primary School","STEM",7,"50-99","Pvt Ltd","never",106,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",5,"10-49","Pvt Ltd",">4",214,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"100-500","Pvt Ltd","2",4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.897,"Male","Has relevent experience","Part time course","Graduate","STEM",7,"100-500","Early Stage Startup","1",46,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.727,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"50-99","Pvt Ltd","2",55,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.92,"Other","Has relevent experience","Part time course","Graduate","STEM",1,"50-99","Pvt Ltd","1",20,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM",14,"50-99","Pvt Ltd","2",27,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.896,"Male","Has relevent experience","no_enrollment","Masters","STEM",14,"500-999","Pvt Ltd","1",76,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.754,"Male","No relevent experience","Part time course","High School","STEM",1,"50-99","Pvt Ltd","1",57,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.689,"Male","No relevent experience","Full time course","Graduate","Other",3,"50-99","Pvt Ltd","1",34,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.926,"Other","No relevent experience","Full time course","Graduate","STEM",11,"10-49","Pvt Ltd","2",33,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.897,"Other","Has relevent experience","no_enrollment","Masters","STEM",10,"10-49","Pvt Ltd","2",23,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",2,"100-500","Pvt Ltd","2",106,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"50-99","Pvt Ltd","1",86,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.579,"Female","Has relevent experience","no_enrollment","Graduate","STEM",1,"10-49","Pvt Ltd","1",47,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.92,"Other","Has relevent experience","no_enrollment","Masters","STEM",14,"10000+","Pvt Ltd","1",56,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0.924,"Male","Has relevent experience","no_enrollment","High School","STEM",7,"50-99","Pvt Ltd",">4",146,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",5,"10000+","Pvt Ltd","1",72,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0.847,"Other","Has relevent experience","Full time course","Primary School","STEM",5,"10000+","Pvt Ltd",">4",35,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0.827,"Male","Has relevent experience","no_enrollment","Graduate","STEM",17,"100-500","Pvt Ltd","1",30,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM",3,"50-99","Early Stage Startup","1",150,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.896,"Other","Has relevent experience","no_enrollment","Graduate","STEM",8,"<10","Public Sector","2",32,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.926,"Other","No relevent experience","Full time course","Masters","STEM",5,"50-99","Pvt Ltd","1",23,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.804,"Male","Has relevent experience","Full time course","Masters","Humanities",1,"50-99","Pvt Ltd","never",4,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",20,"10000+","Pvt Ltd",">4",40,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0.691,"Male","Has relevent experience","Full time course","Graduate","STEM",6,"50-99","Pvt Ltd","1",60,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.624,"Male","No relevent experience","Full time course","Graduate","STEM",2,"50-99","Pvt Ltd","never",13,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.624,"Other","No relevent experience","Full time course","Masters","STEM",5,"100-500","Pvt Ltd",">4",20,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"<10","Pvt Ltd","1",10,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.926,"Other","No relevent experience","no_enrollment","High School","STEM",15,"50-99","Pvt Ltd",">4",60,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.915,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"<10","Funded Startup","1",5,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.624,"Other","Has relevent experience","Full time course","Graduate","Other",3,"500-999","Pvt Ltd","1",134,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.91,"Male","No relevent experience","no_enrollment","Masters","Humanities",3,"1000-4999","Public Sector","1",148,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.926,"Female","Has relevent experience","no_enrollment","Graduate","STEM",19,"10-49","Pvt Ltd","4",70,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.843,"Female","Has relevent experience","no_enrollment","Graduate","STEM",13,"<10","Pvt Ltd","4",44,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.926,"Male","Has relevent experience","Part time course","Graduate","STEM",9,"10-49","Pvt Ltd","1",51,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.884,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",7,"100-500","Pvt Ltd","3",37,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
